edm_name,bathing_name,edm_name
Whitley Bay,Whitley Bay,
WIDEMOUTH SAND,Widemouth Sand,
Wilsthorpe,Wilsthorpe,
Wilsthorpe,Wilsthorpe,
"Windermere, Millerground Landing","Windermere, Millerground Landing",
WOOLACOMBE Village,Woolacombe Village,
WORTHING,Worthing,
WORTHING,Worthing,
WORTHING,Worthing,
WORTHING,Worthing,
WORTHING,Worthing,
WORTHING,Worthing,
WORTHING,Worthing,
WORTHING,Worthing,
WORTHING,Worthing,
"Seaton Carew (Centre)","Seaton Carew Centre",xxx
"Seaton Carew (North)","Seaton Carew North",xxx
"Marske","Marske Sands",xxx
"PLYMOUTH HOE (EAST)","Plymouth Hoe East",xxx
"PLYMOUTH HOE (WEST)","Plymouth Hoe West",xxx
"PLYMOUTH HOE (EAST & WEST)","Plymouth Hoe East",xxx
"SEATON BEACH (CORNWALL)","Seaton (Cornwall)",xxx
"PAIGNTON (PAIGNTON SANDS)","Paignton Paignton Sands",xxx
"PAIGNTON (PRESTON SANDS)","Paignton Preston Sands",xxx
"TEIGNMOUTH (TOWN) BEACH","Teignmouth Town",xxx
"THURLESTONE (SOUTH) BEACH","Thurlestone South",xxx
"SIDMOUTH (TOWN) BEACH","Sidmouth Town",xxx
"ILFRACOMBE (HELE) BEACH","Ilfracombe Hele",xxx
"TEIGNMOUTH (HOLCOMBE) BEACH","Teignmouth Holcombe",xxx
"SLAPTON SANDS (TORCROSS)","Slapton Sands Torcross",xxx
"BOTANY BAY BROADSTAIRS, BROADSTAIRS STONE BAY, BROADSTAIRS VIKING BAY, JOSS BAY BROADSTAIRS","Botany Bay, Broadstairs",xxx
"BOTANY BAY BROADSTAIRS, BROADSTAIRS STONE BAY, JOSS BAY BROADSTAIRS, MARGATE FULSAM ROCK, MARGATE THE BAY, WALPOLE BAY MARGATE","Botany Bay, Broadstairs",xxx
"BROADSTAIRS STONE BAY, BROADSTAIRS VIKING BAY, RAMSGATE SANDS, RAMSGATE WESTERN UNDERCLIFFE","Botany Bay, Broadstairs",xxx
"LANCING BEACH GREEN, WORTHING","Lancing, Beach Green",xxx
"SOUTHSEA, STOKES BAY","Stokes Bay",xxx
"WOOLACOMBE (VILLAGE) BEACH","Woolacombe Village",xxx
"BOGNOR EAST, FELPHAM","Bognor Regis East",xxx
"BOGNOR REGIS EAST, FELPHAM, MIDDLETON-ON-SEA","Bognor Regis East",xxx
"SHOALSTONE BEACH","Breakwater Beach (Shoalstone)",xxx
"SOUTHSEA EAST, STOKES BAY","Stokes Bay",xxx
"Whitby","Whitby",
"Lowestoft North","Lowestoft (North of Claremont Pier)",
"Flamborough","Danes Dyke, Flamborough",
"INSTOW BEACH",Instow,
Sherringham,Sheringham,
"Southwold the Deans","Southwold The Denes",
"Southwold the Pier","Southwold The Pier",
"SALTDEAN, SEAFORD",Saltdean,
"LANCING BEACH GREEN, SHOREHAM BEACH, SOUTHWICK","Lancing, Beach Green",
BURNHAM JETTY NORTH,Burnham Jetty North,
LYME REGIS CHURCH CLIFF BEACH,Lyme Regis Church Cliff Beach,
"West Kirby; Meols",West Kirby,
"Windermere, Rayrigg Meadow; Windermere, Millerground Landing","Windermere, Rayrigg Meadow",
"Great Yarmouth Pier/Great Yarmouth South","Great Yarmouth Pier",
"Morcambe South","Morecambe South",
"Morcambe North","Morecambe North",
"Morecambe","Morecambe North",
"ROCK BEACH",Rock,
"Newbiggin North; Newbiggin South",Newbiggin North,
"New Brighton",Wallasey,Wallasey
"Indirectly via Scalby Beck to Scarborough North Bay","Scarborough North Bay","Scarborough North Bay"
"St Annes_x000D_\nSt Annes North_x000D_\nSouthport_x000D_\nBlackpool South","Blackpool South","Blackpool South"
